"","x","y","pop","msa","logincome.mean","logincome.sd","schools","students","enrollment","income","class.size","mu","score"
"4475.1",35.0945831967575,32.803750062785,3386.96459960938,"haifa",10.6044692337249,1.08548346800067,1,53,53,66628.4417404193,26.5,2.66150035342797,2.66150035342797
"8653",34.9445831973575,32.153750065385,2779.37231445312,"minor",10.7096726393679,1.09085453961398,2,42,21,22312.1308140262,21,2.29509119135806,2.29509119135806
"2746.2",35.1862498630575,32.953750062185,1541.59509277344,"minor",10.4858386458323,1.07939482251411,1,29,29,18572.5674072164,29,2.09334468577284,2.09334468577284
"8964.1.2",34.8112498645575,32.053750065785,9464.7265625,"telaviv",10.8919293695765,1.10009743859232,4,132,33,26794.5146371875,33,2.45774652796355,2.45774652796355
"4948.2",35.0279165303575,32.762083396285,1544.17199707031,"haifa",10.7165307614552,1.091203757399,2,21,10.5,18646.350099012,10.5,2.32229706524001,2.32229706524001
"6990.1",34.9362498640575,32.562083397085,719.537109375,"minor",10.8436830527579,1.09765826764465,1,13,13,6000.08003796684,13,1.79953968232744,1.79953968232744
"8899.4",34.7862498646575,32.070416732385,9221.4130859375,"telaviv",10.9778214886606,1.10442652231124,4,137,34.25,17295.5915620361,34.25,2.29949379336117,2.29949379336117
"13434",34.7862498646575,31.370416735185,757.325561523438,"minor",9.98541042500649,1.05332333460478,1,10,10,45064.5731798535,10,2.42914576702158,2.42914576702158
"7438",34.9529165306575,32.512083397285,1820.71435546875,"minor",10.7943269445247,1.09515736791693,1,37,37,23162.725777847,37,2.08227192150023,2.08227192150023
"9570.1",35.0112498637575,31.912083399685,10529.7177734375,"minor",10.3348977801486,1.07159786094041,4,182,45.5,84256.2263547282,22.75,2.97503981026883,2.97503981026883
"10692.1",35.1279165299575,31.745416733685,917.384460449219,"minor",10.01307405867,1.05478139170952,1,16,16,19934.2847724074,16,2.19157823019024,2.19157823019024
"17034",34.9862498638575,31.137083402785,170.397857666016,"minor",9.60268930100895,1.03294021022026,1,2,2,7017.23241187105,2,1.82769220846777,1.82769220846777
"10543.3.1",35.1529165298575,31.762083400285,10081.2646484375,"jerusalem",10.0026008989314,1.05422962388716,4,185,46.25,31457.7691069867,23.125,2.50228411148658,2.50228411148658
"14896",34.8445831977575,31.270416735585,2211.43505859375,"minor",9.82737703836342,1.04495491866414,1,25,25,14306.8480644808,25,2.08973498323067,2.08973498323067
"5145",35.1279165299575,32.745416729685,425.569610595703,"haifa",10.5327666253355,1.0818074703084,1,8,8,281729.128303889,8,2.95792341946972,2.95792341946972
"4661",35.0445831969575,32.787083396185,2110.837890625,"haifa",10.6915524735254,1.08993131656823,1,38,38,221030.305221739,38,2.73884333752227,2.73884333752227
"10315",35.1195831966575,31.787083400185,6163.513671875,"minor",10.0626203969071,1.05738778742223,1,101,101,27990.7107341377,33.6666666666667,2.35357902526403,2.35357902526403
"12479.1",34.6029165320575,31.478750068085,375.505462646484,"minor",10.3446784970313,1.07210480919188,2,4,2,29352.6168625266,2,2.2460650367191,2.2460650367191
"9009",34.9195831974575,32.045416732485,3397.14721679688,"telaviv",10.6610873436871,1.08837735202901,1,64,64,50174.6067789924,32,2.42158453070188,2.42158453070188
"6135.1",35.2945831959575,32.653750063385,1078.14172363281,"minor",10.2638751143425,1.06790943822979,2,18,9,18930.1304459284,9,2.20017554415898,2.20017554415898
"10624.2.1",35.1945831963575,31.753750066985,15010.6953125,"jerusalem",9.95244266244092,1.05158307446128,3,242,80.6666666666667,19813.0136647699,26.8888888888889,2.43559436770161,2.43559436770161
"8904.2",34.8279165311575,32.070416732385,17349.318359375,"telaviv",10.8844566763927,1.09971999852451,5,232,46.4,224659.075237415,23.2,3.36708239437077,3.36708239437077
"1591",35.3112498625575,33.053750061785,367.593566894531,"minor",10.3193177853755,1.07078983233953,1,5,5,85176.1217376031,5,2.57405613626086,2.57405613626086
"9628.1",34.7862498646575,31.895416733085,4053.10400390625,"minor",10.6790058331353,1.08929160635787,2,61,30.5,3525.36233350974,30.5,1.59703078816068,1.59703078816068
"4948.1",35.0279165303575,32.762083396285,1544.17199707031,"haifa",10.7165307614552,1.091203757399,2,21,10.5,662014.45241152,10.5,3.16944816235522,3.16944816235522
"8833",34.9279165307575,32.095416732285,1703.36950683594,"telaviv",10.7200591133365,1.09138337868029,1,29,29,48018.6970146708,29,2.36308379831214,2.36308379831214
"8969",34.8529165310575,32.053750065785,13339.4853515625,"telaviv",10.803793192857,1.09563747009355,5,180,36,251996.982661363,36,3.02794999300761,3.02794999300761
"8616.1",34.8362498644575,32.162083398685,6956.2109375,"telaviv",10.9370620745142,1.10237431001927,2,76,38,72889.8685564979,38,2.55244048627962,2.55244048627962
"6990.2",34.9362498640575,32.562083397085,719.537109375,"minor",10.8436830527579,1.09765826764465,1,13,13,39958.5912300346,13,2.39208665412453,2.39208665412453
"8226",34.8695831976575,32.320416731385,4923.80517578125,"minor",10.9131470655133,1.10116842316157,1,66,66,181846.286537266,33,2.77832566180753,2.77832566180753
"8995.1",34.8029165312575,32.045416732485,7188.7431640625,"telaviv",10.8956058706052,1.10028308835121,3,110,36.6666666666667,129490.6804658,36.6666666666667,2.71915114379754,2.71915114379754
"11161",34.5695831988575,31.678750067285,3017.28979492188,"minor",10.7242591721066,1.09159715667287,1,31,31,20485.1321785615,31,2.17222167780721,2.17222167780721
"8865",34.9779165305575,32.087083398985,3312.828125,"minor",10.6151424786255,1.08602959232373,1,49,49,42181.1475460124,24.5,2.46455847621623,2.46455847621623
"9033",34.8529165310575,32.037083399185,11812.55078125,"telaviv",10.7767329844919,1.09426449090458,2,180,90,43544.9303019158,30,2.71207698048128,2.71207698048128
"2467",35.3362498624575,32.978750062085,859.638671875,"minor",10.2702598147392,1.06824153608417,1,19,19,30721.5349721091,19,2.29413986501288,2.29413986501288
"9126.5",34.8112498645575,32.012083399285,12668.2265625,"telaviv",10.8206820047081,1.09649350227127,5,189,37.8,57888.0647872128,37.8,2.63368356579209,2.63368356579209
"9156.1",34.7862498646575,32.003750065985,9012.6611328125,"telaviv",10.8590443614363,1.09843547129726,2,127,63.5,121015.850350724,31.75,2.84984114254854,2.84984114254854
"10378.1",35.0279165303575,31.778750066885,928.66455078125,"minor",10.1605516924545,1.06252067652846,1,8,8,24840.4710575131,8,2.27026156464158,2.27026156464158
"8333.1",34.8862498642575,32.278750064885,2616.072265625,"minor",10.8639171639872,1.09868189532261,3,49,16.3333333333333,71778.0194431667,16.3333333333333,2.63136606706927,2.63136606706927
"5835",35.5779165281575,32.687083396585,892.383483886719,"minor",9.94404007539047,1.05113906868219,1,11,11,20250.2378643167,11,2.21234462346834,2.21234462346834
"8618.2",34.8529165310575,32.162083398685,6443.86767578125,"telaviv",10.9000284748718,1.10050637207867,3,103,34.3333333333333,47889.3660743856,34.3333333333333,2.49554390066988,2.49554390066988
"7326",35.1279165299575,32.528750063885,249.689895629883,"minor",10.4820063561981,1.07919755972245,1,7,7,68730.3630086267,7,2.55289104723802,2.55289104723802
"1970.2",35.2612498627575,33.020416728585,1997.52502441406,"minor",10.3845871767708,1.07417085216515,2,37,18.5,40602.9530801662,18.5,2.43241117898713,2.43241117898713
"3062",35.3112498625575,32.928750062285,3004.51904296875,"minor",10.2945266098634,1.06950282373859,2,60,30,87438.3819999377,30,2.56552093485664,2.56552093485664
"9155.1",34.7779165313575,32.003750065985,7581.44921875,"telaviv",10.8769257023917,1.09933948362903,2,108,54,77080.583049465,27,2.77893868523508,2.77893868523508
"11538",34.7029165316575,31.628750067485,567.609008789062,"minor",10.4146675539424,1.07572546858917,1,9,9,37790.5705159855,9,2.38113005015218,2.38113005015218
"5599",35.1112498633575,32.703750063185,1255.71569824219,"haifa",10.5508246730958,1.08273443307498,1,25,25,66852.2248459399,25,2.56387565687468,2.56387565687468
"8686",34.8029165312575,32.137083398785,4224.716796875,"telaviv",11.0056009472037,1.10582301915329,1,61,61,22688.36330502,30.5,2.26478135468955,2.26478135468955
"10163.2",35.0695831968575,31.803750066785,6179.53759765625,"minor",10.1371147474685,1.06129453171683,3,100,33.3333333333333,6777.9910931335,33.3333333333333,1.909406157147,1.909406157147
"3865",35.3779165289575,32.862083395885,2072.30322265625,"minor",10.1944458827915,1.06429141178488,1,49,49,33635.0691783771,24.5,2.33446533690051,2.33446533690051
"2395.1",35.5612498615575,32.987083395385,823.095886230469,"minor",10.0045525865302,1.05433246846472,1,13,13,92410.953909964,13,2.60390038035573,2.60390038035573
"6759",35.0695831968575,32.587083396985,74.8138961791992,"minor",10.5939784459145,1.08494641167789,1,1,1,36744.9677512475,1,2.33986647344916,2.33986647344916
"9955",34.7445831981575,31.828750066685,1774.22009277344,"minor",10.6496887281337,1.0877953610723,1,27,27,168926.750432925,27,2.68752079408539,2.68752079408539
"7606.1",35.0445831969575,32.487083397385,1146.69958496094,"minor",10.6129231582241,1.08591605764309,2,16,8,14376.054970349,8,2.11774815789331,2.11774815789331
"6311",35.3945831955575,32.637083396785,228.834884643555,"minor",10.1347949281748,1.06117308925206,1,5,5,121841.486618906,5,2.67791360027256,2.67791360027256
"541.1",35.5695831948575,33.203750061185,2075.51733398438,"minor",10.0285469158503,1.05559603573054,2,37,18.5,61193.3322378946,18.5,2.54228998896696,2.54228998896696
"9523",34.9612498639575,31.920416732985,1703.48022460938,"minor",10.4189211537656,1.07594512219441,1,30,30,61684.4778029166,30,2.41595572699595,2.41595572699595
"8815",34.7779165313575,32.095416732285,7745.25927734375,"telaviv",11.0440670142438,1.10775383417896,2,117,58.5,91267.893390911,29.25,2.78770761595975,2.78770761595975
"2047",35.0945831967575,33.012083395285,4364.59619140625,"minor",10.6582222745002,1.08823109649969,2,92,46,20893.4643423924,23,2.34506170912573,2.34506170912573
"8617",34.8445831977575,32.162083398685,7903.50244140625,"telaviv",10.9184277942898,1.10143481142098,1,109,109,26881.762495516,36.3333333333333,2.35037989156409,2.35037989156409
"7767.1",34.9112498641575,32.453750064185,3155.56420898438,"minor",10.8639171639872,1.09868189532261,2,56,28,23369.9711885407,28,2.25398485199484,2.25398485199484
"4567",35.0612498635575,32.795416729485,2925.04321289062,"haifa",10.662618528154,1.08845550759648,2,35,17.5,64235.0893288226,17.5,2.71553789128361,2.71553789128361
"9669",34.7695831980575,31.887083399785,2226.56469726562,"minor",10.6970378830315,1.09021088087639,1,18,18,10921.2311039471,18,2.0660940966906,2.0660940966906
"3034.2",35.0779165301575,32.928750062285,4168.74560546875,"haifa",10.6670293472285,1.08868061571123,2,89,44.5,95850.8117513611,22.25,2.84081076889778,2.84081076889778
"10386.3",35.0945831967575,31.778750066885,3801.27880859375,"minor",10.0823078571312,1.05842166860384,3,73,24.3333333333333,2010.02775860501,24.3333333333333,1.36102634754835,1.36102634754835
"8797",34.8445831977575,32.103750065585,5568.3017578125,"telaviv",10.9000284748718,1.10050637207867,2,83,41.5,19823.4780589928,20.75,2.41827928973872,2.41827928973872
"16240",35.0029165304575,31.187083402585,55.1905784606934,"minor",9.63101266239628,1.03446242949854,1,1,1,107444.94172088,1,2.62359902190332,2.62359902190332
"10473",35.1945831963575,31.770416733585,14927.2880859375,"jerusalem",9.96746324088375,1.05237631845921,4,238,59.5,30101.8202157193,29.75,2.49022510290064,2.49022510290064
"387",35.6529165278575,33.237083394385,851.931945800781,"minor",9.9475676118872,1.05132549203836,1,14,14,20535.4460876879,14,2.2072555260372,2.2072555260372
"13167.1",34.6029165320575,31.395416735085,650.053100585938,"minor",10.2274098570908,1.06601072837476,1,13,13,18735.5811255973,13,2.17984510243994,2.17984510243994
"8645.2",34.8779165309575,32.153750065385,3059.95288085938,"telaviv",10.8436830527579,1.09765826764465,2,52,26,61848.550726471,26,2.53142231600326,2.53142231600326
"15684.3",34.8029165312575,31.220416735785,3347.41333007812,"minor",9.81487471698732,1.04429001490047,3,34,11.3333333333333,9598.2512637885,11.3333333333333,2.12995032303841,2.12995032303841
"10477.5",35.2279165295575,31.770416733585,12629.6259765625,"jerusalem",9.934368695654,1.05062778564131,6,200,33.3333333333333,8361.68119479738,33.3333333333333,1.96691893903296,1.96691893903296
"2669",35.3695831956575,32.962083395485,655.595520019531,"minor",10.2232341943133,1.06579308990031,1,8,8,53182.7741995335,8,2.46745450014441,2.46745450014441
"2454",35.2279165295575,32.978750062085,701.221252441406,"minor",10.4259078940657,1.07630581641639,1,18,18,61605.7118639887,18,2.47871290439537,2.47871290439537
"9067.2",34.8612498643575,32.028750065885,15078.4970703125,"telaviv",10.7468283340868,1.09274518398424,3,217,72.3333333333333,29786.7655668092,36.1666666666667,2.54065617004265,2.54065617004265
"2071",35.2945831959575,33.012083395285,945.363342285156,"minor",10.3344513101485,1.07157471405137,2,28,14,34514.2662690758,14,2.35600217171692,2.35600217171692
"15416.1",34.8029165312575,31.237083402385,2708.38916015625,"minor",9.83121060969476,1.04515871254586,1,33,33,7375.81212965779,33,1.80245090493219,1.80245090493219
"9187",34.7695831980575,31.995416732685,6921.45068359375,"telaviv",10.8802649686979,1.09950822182252,1,102,102,26387.9948382746,34,2.35740887710723,2.35740887710723
"4864",35.1279165299575,32.770416729585,1170.92272949219,"haifa",10.5387574988819,1.0821150841899,2,25,12.5,24699.3568413878,12.5,2.37890963563141,2.37890963563141
"8999.2",34.8362498644575,32.045416732485,10120.0322265625,"telaviv",10.8244862472069,1.09668623321992,4,146,36.5,116152.753484068,36.5,2.7755508800737,2.7755508800737
"2686",35.5112498617575,32.962083395485,1265.0693359375,"minor",10.0544325883051,1.056957509306,1,22,22,16436.9486071776,22,2.10827471389124,2.10827471389124
"8792.3",34.8029165312575,32.103750065585,6917.48779296875,"telaviv",10.9944205660067,1.10526118411525,4,109,27.25,38539.0824724946,27.25,2.57366662142819,2.57366662142819
"11831.1",34.7862498646575,31.587083400985,1085.92553710938,"minor",10.2405959232016,1.06669770388187,2,20,10,55031.6701109988,10,2.49227269319691,2.49227269319691
"3034.1",35.0779165301575,32.928750062285,4168.74560546875,"haifa",10.6670293472285,1.08868061571123,2,89,44.5,23571.0315924379,22.25,2.47794981377129,2.47794981377129
"9384",34.7279165315575,31.945416732885,702.264709472656,"minor",10.8812194350801,1.0995564476986,1,7,7,12974.2983252752,7,2.06573106253962,2.06573106253962
"2845.1",35.1779165297575,32.945416728885,2403.36596679688,"minor",10.4974068511646,1.07999006431462,2,50,25,116193.385088655,25,2.65726816517116,2.65726816517116
"8740",34.8112498645575,32.120416732185,8014.36474609375,"telaviv",10.9805615181244,1.10456434439227,3,111,37,114023.490494911,37,2.70728394788332,2.70728394788332
"10617",35.1362498632575,31.753750066985,4094.40844726562,"minor",10.0122293301018,1.05473689874151,1,59,59,69385.6137400161,29.5,2.56844248849577,2.56844248849577
"6909",34.9529165306575,32.570416730385,2328.22192382812,"minor",10.8114055046632,1.09602339313352,1,43,43,24833.6816565811,21.5,2.29388472979996,2.29388472979996
"7434",34.9195831974575,32.512083397285,3754.9658203125,"minor",10.8639171639872,1.09868189532261,1,55,55,32291.1493240286,27.5,2.38077858613785,2.38077858613785
"13167.2",34.6029165320575,31.395416735085,650.053100585938,"minor",10.2274098570908,1.06601072837476,1,13,13,26163.787504243,13,2.27620318789325,2.27620318789325
"8960.1",34.7779165313575,32.053750065785,9231.30078125,"telaviv",10.9665307866341,1.1038584242271,1,141,141,56886.8129956809,35.25,2.6063794991832,2.6063794991832
"2071.1.1",35.2945831959575,33.012083395285,945.363342285156,"minor",10.3344513101485,1.07157471405137,2,28,14,33101.4389050469,14,2.34471534722106,2.34471534722106
"10394",35.1612498631575,31.778750066885,4666.95361328125,"jerusalem",10.0095331213216,1.05459487331084,1,79,79,43126.7285136634,39.5,2.12426182001542,2.12426182001542
"8741",34.8195831978575,32.120416732185,8472.9697265625,"telaviv",10.9613729864017,1.10359880927011,4,117,29.25,2981.21796218626,29.25,1.71003585740726,1.71003585740726
"9086.1",34.7445831981575,32.020416732585,12806.619140625,"telaviv",10.9817484224509,1.10462403973533,2,140,70,569410.864283111,35,3.20878864843405,3.20878864843405
"4482.2",35.1529165298575,32.803750062785,2346.72875976562,"haifa",10.5051789900898,1.08038979540256,2,50,25,22447.9296871498,25,2.3321958440377,2.3321958440377
"7636",34.9112498641575,32.478750064085,598.47021484375,"minor",10.8715793914224,1.09906927248177,1,6,6,154686.495683044,6,2.71209176047391,2.71209176047391
"4005",35.0779165301575,32.845416729285,4786.2958984375,"haifa",10.6451201881491,1.08756201295217,2,79,39.5,13998.5612527869,39.5,2.10777513204196,2.10777513204196
"8978.4",34.9279165307575,32.053750065785,2502.88232421875,"telaviv",10.6579819353406,1.08821882681648,3,39,13,285234.970610781,13,2.95463098911922,2.95463098911922
"4089",34.9862498638575,32.837083395985,2779.0146484375,"haifa",10.8212587410919,1.09652272313142,1,40,40,20731.2428683325,40,2.14993035832226,2.14993035832226
"8792",34.8029165312575,32.103750065585,6917.48779296875,"telaviv",10.9944205660067,1.10526118411525,4,109,27.25,21947.1020920908,27.25,2.41803043347153,2.41803043347153
"9126.6",34.8112498645575,32.012083399285,12668.2265625,"telaviv",10.8206820047081,1.09649350227127,5,189,37.8,14994.4185189158,37.8,2.25936493055334,2.25936493055334
"9396",34.8279165311575,31.945416732885,1896.86303710938,"minor",10.6797960595068,1.08933190837865,1,24,24,23536.4557794649,24,2.23027755959416,2.23027755959416
"9291.3",34.8029165312575,31.970416732785,7032.04736328125,"telaviv",10.7682757125669,1.09383503288846,4,85,21.25,120069.784595852,21.25,2.94668730261107,2.94668730261107
"9032.1",34.8445831977575,32.037083399185,9891.146484375,"telaviv",10.7935965087825,1.09512031347055,2,159,79.5,22653.8108259608,39.75,2.28335637941846,2.28335637941846
"8380",34.9195831974575,32.262083398285,2947.87377929688,"minor",10.7894854013278,1.09491173674349,1,53,53,24708.5813860073,26.5,2.27648621552191,2.27648621552191
"13342",34.7279165315575,31.378750068485,561.379699707031,"minor",10.0569790989941,1.05709134993645,1,7,7,52398.7978869622,7,2.4601486990555,2.4601486990555
"8015",34.9945831971575,32.403750064385,1659.00903320312,"minor",10.6825829678446,1.08947403048161,1,25,25,380620.524049116,25,2.87528375723408,2.87528375723408
"9910",34.7445831981575,31.837083399985,836.902099609375,"minor",10.6630808337952,1.08847910375468,1,7,7,67897.8548419533,7,2.52802685494232,2.52802685494232
"8836",34.9529165306575,32.095416732285,7004.74072265625,"minor",10.6726467394808,1.08896723445662,1,99,99,45653.9559373791,33,2.52523417978821,2.52523417978821
"9257.1",34.7945831979575,31.978750066085,5626.1904296875,"telaviv",10.7989847436804,1.09539362502357,2,81,40.5,23119.8451643106,20.25,2.47161095564585,2.47161095564585
"4463.1",34.9945831971575,32.803750062785,4567.19384765625,"haifa",10.7943269445247,1.09515736791693,2,80,40,100289.851594602,40,2.62208514412901,2.62208514412901
"11161.1",34.5695831988575,31.678750067285,3017.28979492188,"minor",10.7242591721066,1.09159715667287,1,31,31,41451.5990499277,31,2.36709566446843,2.36709566446843
"9760",34.8029165312575,31.870416733185,2785.06591796875,"minor",10.6096250479276,1.08574731293589,1,31,31,92018.5981818388,31,2.55473444754167,2.55473444754167
"8842.3.1",34.7862498646575,32.087083398985,8938.5615234375,"telaviv",11.0085378177667,1.10597055505142,5,126,25.2,51682.9632132144,25.2,2.75911005313081,2.75911005313081
"3738",35.0862498634575,32.870416729185,1787.11108398438,"haifa",10.6364569830729,1.08711938335896,1,27,27,176655.877952283,27,2.7981347921946,2.7981347921946
"9584.3",34.7779165313575,31.903750066385,1299.2060546875,"minor",10.7081703055764,1.0907780253652,2,13,6.5,53307.7598186164,6.5,2.48557820158529,2.48557820158529
"8328.2",34.8445831977575,32.278750064885,4109.80712890625,"minor",10.9559358451698,1.10332506770166,3,60,20,15878.5773976668,20,2.28202541885206,2.28202541885206
"8515.1",34.8862498642575,32.203750065185,2298.8408203125,"telaviv",10.8411738745542,1.09753126376904,2,28,14,159102.857291486,14,2.8097550632985,2.8097550632985
"4562",35.0195831970575,32.795416729485,4359.58740234375,"haifa",10.7419770017648,1.09249851267454,2,76,38,158444.228221436,38,2.75058860359951,2.75058860359951
"7166",35.0445831969575,32.545416730485,776.842590332031,"minor",10.6278503396004,1.08667946513937,1,11,11,12652.5376356011,11,2.0651725606122,2.0651725606122
"8009",34.9445831973575,32.403750064385,434.289611816406,"minor",10.7798524728298,1.09442285514785,1,2,2,242944.381648726,2,2.75341548915582,2.75341548915582
"9069.1",34.8779165309575,32.028750065885,11465.99609375,"telaviv",10.714410235214,1.09109579145687,4,160,40,134998.006107206,40,2.76362999288959,2.76362999288959
"4954",35.0779165301575,32.762083396285,1021.88897705078,"haifa",10.6235680556439,1.08646051498759,2,23,11.5,153753.833187375,11.5,2.83248783966539,2.83248783966539
"7151.1",34.9195831974575,32.545416730485,465.271606445312,"minor",10.8741425863889,1.09919882876317,1,8,8,45294.203903564,8,2.42928855970278,2.42928855970278
"5881",35.2529165294575,32.678750063285,3375.77172851562,"minor",10.3260195026986,1.07113747964482,1,52,52,15772.8954128281,26,2.17309083593372,2.17309083593372
"8416.2",34.8779165309575,32.245416731685,867.306762695312,"minor",10.8715793914224,1.09906927248177,1,12,12,52600.6015322826,12,2.46954581191969,2.46954581191969
"8189",34.8945831975575,32.337083397985,1626.88317871094,"minor",10.8639171639872,1.09868189532261,1,24,24,146233.624402488,24,2.67631355504599,2.67631355504599
"10331",34.6362498652575,31.778750066885,8671.916015625,"minor",10.7726263708023,1.09405597920979,5,89,17.8,10631.2379772115,17.8,2.40002352912689,2.40002352912689
"12030.1",34.7529165314575,31.553750067785,85.8117294311523,"minor",10.2416692769954,1.06675360463393,1,3,3,34383.6229599609,3,2.38819281441242,2.38819281441242
"8906",34.8445831977575,32.070416732385,15297.8251953125,"telaviv",10.8487297373346,1.09791366475666,1,235,235,25618.4224162919,39.1666666666667,2.42916264951762,2.42916264951762
"8999.1.1",34.8362498644575,32.045416732485,10120.0322265625,"telaviv",10.8244862472069,1.09668623321992,4,146,36.5,37219.3224636491,36.5,2.49361857565276,2.49361857565276
"4495",35.2612498627575,32.803750062785,1838.09704589844,"minor",10.3395398012216,1.07183849328679,1,27,27,62627.5299817368,27,2.45768180068181,2.45768180068181
"17034.1",34.9862498638575,31.137083402785,170.397857666016,"minor",9.60268930100895,1.03294021022026,1,2,2,61650.886258793,2,2.47259313380232,2.47259313380232
"8981.1",34.9529165306575,32.053750065785,3852.57348632812,"minor",10.6126909402147,1.08590417728549,2,58,29,19701.2829493768,29,2.22663866641364,2.22663866641364
"3865.1",35.3779165289575,32.862083395885,2072.30322265625,"minor",10.1944458827915,1.06429141178488,1,49,49,12620.4446542067,24.5,2.04727589235235,2.04727589235235
"9325.1",34.8029165312575,31.962083399485,7286.0517578125,"telaviv",10.7545841210272,1.09313941984783,1,126,126,101022.462942679,31.5,2.7566939212651,2.7566939212651
"7908",35.0445831969575,32.428750064285,2038.15014648438,"minor",10.5981646030315,1.08516074605621,1,27,27,27931.7526549387,27,2.25635416611508,2.25635416611508
"14895.1.1",34.8362498644575,31.270416735585,1576.88623046875,"minor",9.834665495446,1.04534234134331,3,26,8.66666666666667,24681.078934351,8.66666666666667,2.30452618709079,2.30452618709079
"9090",34.7779165313575,32.020416732585,15366.2001953125,"telaviv",10.9063893867699,1.10082743560216,3,204,68,36064.5848709943,34,2.64938417273952,2.64938417273952
"10473.2.1",35.1945831963575,31.770416733585,14927.2880859375,"jerusalem",9.96746324088375,1.05237631845921,4,238,59.5,12612.0524425375,29.75,2.23306191774384,2.23306191774384
"8682.1",34.9779165305575,32.145416732085,1144.68823242188,"minor",10.6451201881491,1.08756201295217,2,24,12,10435.1448606515,12,2.01499257482505,2.01499257482505
"5708",35.2529165294575,32.695416729885,1388.59448242188,"minor",10.3293849059381,1.07131201523791,1,19,19,20068.2914809919,19,2.19727682806268,2.19727682806268
"12820",34.7779165313575,31.437083401585,389.501373291016,"minor",10.0692062061008,1.05773375173848,1,4,4,24425.5884760095,4,2.23538781873882,2.23538781873882
"9858",34.6529165318575,31.845416733285,767.347839355469,"minor",10.8595927261549,1.09846320558188,1,15,15,77932.2410337425,15,2.55393801681556,2.55393801681556
"6542",35.3029165292575,32.612083396885,1009.16479492188,"minor",10.2449346804085,1.06692365031475,1,12,12,113618.68226205,12,2.66184020035525,2.66184020035525
"7821",35.0112498637575,32.445416730885,1370.53002929688,"minor",10.662618528154,1.08845550759648,1,23,23,389458.691451222,23,2.88307331380992,2.88307331380992
"8990.1.1",34.7612498647575,32.045416732485,8559.4296875,"telaviv",10.9897056105601,1.10502416316266,2,105,52.5,30048.4441247698,26.25,2.5846285531604,2.5846285531604
"10180.1",35.2112498629575,31.803750066785,9921.7890625,"jerusalem",9.98067719657901,1.05307365979461,3,182,60.6666666666667,43608.9605538235,30.3333333333333,2.45420490683694,2.45420490683694
"8125",34.8695831976575,32.362083397885,2185.1015625,"minor",10.9263848821974,1.10183608794076,1,35,35,166765.365967469,35,2.61576903694941,2.61576903694941
"8444.1",34.9445831973575,32.237083398385,4819.92529296875,"minor",10.7326688531231,1.09202507363985,1,75,75,152123.368747135,37.5,2.66528374725743,2.66528374725743
"15360",34.3362498664575,31.237083402385,238.743453979492,"minor",10.3565711088618,1.07272089716145,1,1,1,13129.0891624451,1,1.98488035923789,1.98488035923789
"11723.2",34.8029165312575,31.603750067585,424.067138671875,"minor",10.2398338578606,1.06665801339514,1,8,8,8298.43223155919,8,1.92505651109485,1.92505651109485
"9118.3",34.7445831981575,32.012083399285,12432.7568359375,"telaviv",10.9661923845512,1.10384139282131,3,169,56.3333333333333,105223.586238771,28.1666666666667,2.9830361333764,2.9830361333764
"10205",34.8195831978575,31.795416733485,2551.76293945312,"minor",10.4714149661855,1.07865219222806,1,33,33,12244.3222692207,33,1.96800916533493,1.96800916533493
"3459",35.2279165295575,32.895416729085,535.131225585938,"minor",10.4077677220977,1.07536906957036,2,11,5.5,52688.2259273413,5.5,2.45204373893718,2.45204373893718
"8816.1.1",34.7862498646575,32.095416732285,7561.67529296875,"telaviv",11.0240548335841,1.10674973752396,2,97,48.5,76377.7689559508,24.25,2.81938053733507,2.81938053733507
"4367",34.9945831971575,32.812083396085,4979.4033203125,"haifa",10.7967540239803,1.09528048279781,1,91,91,4481.04148192251,30.3333333333333,1.84620218304693,1.84620218304693
"8935",34.8362498644575,32.062083399085,12931.5068359375,"telaviv",10.8523933198116,1.09809903013302,4,193,48.25,21609.133208747,24.125,2.66543126789938,2.66543126789938
"8830.1",34.9029165308575,32.095416732285,5107.91943359375,"telaviv",10.7691840452967,1.09388116586445,4,83,20.75,162980.928114687,20.75,2.92979071565041,2.92979071565041
"10378.2",35.0279165303575,31.778750066885,928.66455078125,"minor",10.1605516924545,1.06252067652846,1,8,8,23867.1146038739,8,2.25891047618784,2.25891047618784
"6826",34.9445831973575,32.578750063685,1162.91015625,"minor",10.8311812864314,1.09702533579734,1,16,16,68383.0227421075,16,2.53219783848518,2.53219783848518
"1221.1",35.1529165298575,33.087083394985,683.010620117188,"minor",10.5732483851082,1.08388439241606,1,13,13,134225.374280007,13,2.68795324071174,2.68795324071174
"4465.1",35.0112498637575,32.803750062785,4829.25244140625,"haifa",10.7607848391073,1.09345450746742,2,90,45,21559.7125451991,22.5,2.4843902827355,2.4843902827355
"4655",34.9945831971575,32.787083396185,4116.5810546875,"haifa",10.7894854013278,1.09491173674349,2,72,36,10923.732929159,36,2.05731844634861,2.05731844634861
"4523",35.4945831951575,32.803750062785,149.469482421875,"minor",10.047899432292,1.05661405927361,1,2,2,15185.5611610877,2,2.09326472627463,2.09326472627463
"9879",34.8279165311575,31.845416733285,777.813232421875,"minor",10.5293838361319,1.08163373530414,1,13,13,172532.000095264,13,2.74609903969095,2.74609903969095
