player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,draftlevel
Rodney Hood,LAC,29,203.2,94.347136,Duke,USA,2014,1,23,52,3.1,1.5,0.7,0.8,0.021,0.081,0.106,0.493,0.074,2021-22,1
Scottie Lewis,CHA,22,195.58,83.91452,Florida,USA,2021,2,56,2,0.5,0,0.5,-11.8,0,0,0.059,0.568,0.2,2021-22,2
Sekou Doumbouya,LAL,21,205.74,104.32616,None,France,2019,1,15,2,7,3,0,67.8,0.111,0.182,0.286,0.717,0,2021-22,1
Zylan Cheatham,UTA,26,195.58,99.79024,Arizona St.,USA,Undrafted,Undrafted,Undrafted,1,0,0,0,-106.8,0,0,0.25,0,0,2021-22,3
Sterling Brown,DAL,27,195.58,99.336648,Southern Methodist,USA,2017,2,46,49,3.3,3,0.7,2.3,0.039,0.187,0.124,0.495,0.078,2021-22,2
Stephen Curry,GSW,34,187.96,83.91452,Davidson,USA,2009,1,7,64,25.5,5.2,6.3,10.7,0.015,0.126,0.293,0.601,0.286,2021-22,1
Stanley Johnson,LAL,26,198.12,109.769264,Arizona,USA,2015,1,8,48,6.7,3.2,1.7,-1.1,0.032,0.109,0.125,0.564,0.094,2021-22,1
Spencer Dinwiddie,DAL,29,198.12,97.52228,Colorado,USA,2014,2,38,67,13.7,4.2,5.2,-1,0.022,0.111,0.208,0.543,0.27,2021-22,2
Solomon Hill,ATL,31,198.12,102.511792,Arizona,USA,2013,1,23,13,0.6,1.8,0.9,14.3,0.043,0.115,0.064,0.2,0.117,2021-22,1
Skylar Mays,ATL,24,193.04,92.98636,Louisiana State,USA,2020,2,50,28,2.9,0.9,0.6,-12.9,0.022,0.091,0.149,0.589,0.12,2021-22,2
Sharife Cooper,ATL,21,185.42,79.832192,Auburn,USA,2021,2,48,13,0.5,0.4,0.4,-43.9,0,0.147,0.202,0.25,0.313,2021-22,2
Shaquille Harrison,BKN,28,193.04,88.45044,Tulsa,USA,Undrafted,Undrafted,Undrafted,2,2,2,1.5,-12.4,0.053,0.125,0.148,0.333,0.188,2021-22,3
Shaq Buchanan,MEM,25,190.5,86.18248,Murray State,USA,Undrafted,Undrafted,Undrafted,2,1,1,1,-8.7,0.091,0.143,0.214,0.25,0.25,2021-22,3
Shake Milton,PHI,25,195.58,92.98636,Southern Methodist,USA,2018,2,54,55,8.2,2.6,2.5,-1,0.025,0.094,0.174,0.517,0.178,2021-22,2
Shai Gilgeous-Alexander,OKC,23,198.12,81.64656,Kentucky,Canada,2018,1,11,56,24.5,5,5.9,-6.4,0.017,0.114,0.298,0.557,0.293,2021-22,1
Seth Curry,BKN,31,187.96,83.91452,Duke,USA,Undrafted,Undrafted,Undrafted,64,15,3.1,3.6,4.5,0.01,0.082,0.182,0.615,0.162,2021-22,3
Serge Ibaka,MIL,32,208.28,106.59412,None,Republic of the Congo,2008,1,24,54,6.8,4.6,0.9,-3,0.07,0.197,0.172,0.579,0.084,2021-22,1
Semi Ojeleye,LAC,27,198.12,108.86208,Southern Methodist,USA,2017,2,37,30,3.3,2.5,0.3,-16.6,0.057,0.111,0.126,0.438,0.033,2021-22,2
Scotty Hopson,OKC,32,200.66,92.532768,Tennessee,USA,2011,0,0,1,4,1,1,-18.4,0,0.043,0.143,0.5,0.091,2021-22,0
Ziaire Williams,MEM,20,205.74,83.91452,Stanford,USA,2021,1,10,62,8.1,2.1,1,4.2,0.017,0.071,0.144,0.559,0.062,2021-22,1
Robin Lopez,ORL,34,213.36,127.459352,Stanford,USA,2008,1,15,36,7.1,3.5,1.5,-6.4,0.098,0.089,0.182,0.57,0.142,2021-22,1
Robert Williams III,BOS,24,205.74,107.501304,Texas A&M,USA,2018,1,27,61,10,9.6,2,10,0.131,0.178,0.112,0.745,0.095,2021-22,1
Paul Reed,PHI,23,205.74,95.25432,DePaul,USA,2020,2,58,38,3.1,2.4,0.4,-6.2,0.137,0.164,0.151,0.568,0.081,2021-22,2
Paul Millsap,PHI,37,200.66,116.573144,Louisiana Tech,USA,2006,2,47,33,3.5,3.5,0.9,-3.5,0.096,0.182,0.158,0.458,0.121,2021-22,2
Paul George,LAC,32,203.2,99.79024,Fresno State,USA,2010,1,10,31,24.3,6.9,5.7,4.2,0.011,0.171,0.329,0.538,0.286,2021-22,1
Patty Mills,BKN,33,182.88,81.64656,St.Mary's College of California,Australia,2009,2,55,81,11.4,1.9,2.3,1.5,0.008,0.055,0.16,0.563,0.106,2021-22,2
Patrick Williams,CHI,20,200.66,97.52228,Florida State,USA,2020,1,4,17,9,4.1,0.9,-5.5,0.04,0.132,0.139,0.637,0.051,2021-22,1
Patrick Beverley,MIN,33,185.42,81.64656,Arkansas,USA,2009,2,42,58,9.2,4.1,4.6,3.7,0.038,0.119,0.158,0.539,0.249,2021-22,2
Pat Connaughton,MIL,29,195.58,94.800728,Notre Dame,USA,2015,2,41,65,9.9,4.2,1.3,-0.7,0.025,0.13,0.137,0.62,0.067,2021-22,2
Pascal Siakam,TOR,28,203.2,104.32616,New Mexico State,Cameroon,2016,1,27,68,22.8,8.5,5.3,4.8,0.046,0.182,0.257,0.565,0.224,2021-22,1
Paris Bass,PHX,26,203.2,90.7184,Detroit Mercy,USA,Undrafted,Undrafted,Undrafted,2,3,2,0,0.7,0.2,0.222,0.36,0.436,0,2021-22,3
P.J. Washington,CHA,23,200.66,104.32616,Kentucky,USA,2019,1,12,65,10.3,5.2,2.3,3.5,0.044,0.142,0.154,0.588,0.112,2021-22,1
P.J. Tucker,MIA,37,195.58,111.13004,Texas-Austin,USA,2006,2,35,71,7.6,5.5,2.1,6.2,0.052,0.146,0.116,0.593,0.107,2021-22,2
P.J. Dozier,DEN,25,198.12,92.98636,South Carolina,USA,Undrafted,Undrafted,Undrafted,18,5.4,3.5,1.6,-12.9,0.038,0.144,0.147,0.463,0.135,2021-22,3
Otto Porter Jr.,GSW,29,203.2,89.811216,Georgetown,USA,2013,1,3,63,8.2,5.7,1.5,6.8,0.06,0.189,0.145,0.581,0.097,2021-22,1
Oshae Brissett,IND,24,200.66,95.25432,Syracuse,Canada,Undrafted,Undrafted,Undrafted,67,9.1,5.3,1.1,-6,0.065,0.165,0.166,0.53,0.064,2021-22,3
Onyeka Okongwu,ATL,21,203.2,108.86208,Southern California,USA,2020,1,6,48,8.2,5.9,1.1,5.5,0.117,0.163,0.137,0.714,0.078,2021-22,1
Paul Watson,OKC,27,198.12,95.25432,Fresno State,USA,Undrafted,Undrafted,Undrafted,9,3.4,3,0.9,-17.9,0.016,0.145,0.106,0.432,0.074,2021-22,3
Robert Woodard II,SAS,22,198.12,106.59412,Mississippi State,USA,2020,2,40,12,0.6,0.9,0.3,16.7,0.086,0.146,0.158,0.207,0.086,2021-22,2
Payton Pritchard,BOS,24,185.42,88.45044,Oregon,USA,2020,1,26,71,6.2,1.9,2,2.2,0.031,0.093,0.18,0.578,0.222,2021-22,1
Precious Achiuwa,TOR,22,203.2,102.0582,Memphis,Nigeria,2020,1,20,73,9.1,6.5,1.1,1.9,0.075,0.188,0.18,0.503,0.072,2021-22,1
Robert Covington,LAC,31,200.66,94.800728,Tennessee State,USA,Undrafted,Undrafted,Undrafted,71,8.5,5.5,1.3,0.6,0.03,0.167,0.134,0.572,0.066,2021-22,3
Rob Edwards,OKC,25,195.58,92.98636,Arizona State,USA,Undrafted,Undrafted,Undrafted,2,1.5,1.5,0,-59.1,0,0.214,0.227,0.375,0,2021-22,3
Ricky Rubio,IND,31,187.96,86.18248,None,Spain,2009,1,5,34,13.1,4.1,6.6,9.1,0.015,0.122,0.234,0.488,0.348,2021-22,1
Richaun Holmes,SAC,28,208.28,106.59412,Bowling Green,USA,2015,2,37,45,10.4,7,1.1,-5.8,0.082,0.198,0.153,0.689,0.068,2021-22,2
Reggie Perry,POR,22,203.2,113.398,Mississippi State,USA,2020,2,57,10,9.2,4.7,1.2,-16.6,0.074,0.165,0.222,0.537,0.118,2021-22,2
Reggie Jackson,LAC,32,187.96,94.347136,Boston College,USA,2011,1,24,75,16.8,3.6,4.8,-1.3,0.016,0.092,0.273,0.488,0.245,2021-22,1
Reggie Bullock,DAL,31,198.12,92.98636,North Carolina,USA,2013,1,25,68,8.6,3.5,1.2,6.6,0.017,0.106,0.128,0.558,0.06,2021-22,1
Rayjon Tucker,MIL,24,190.5,94.800728,Arkansas-Little Rock,USA,Undrafted,Undrafted,Undrafted,5,4.2,1.6,2,-2.7,0.051,0.076,0.075,0.869,0.172,2021-22,3
Raul Neto,WAS,30,187.96,81.64656,None,Brazil,2013,2,47,70,7.5,1.9,3.1,-3.3,0.01,0.089,0.18,0.538,0.228,2021-22,2
Rajon Rondo,CLE,36,185.42,81.64656,Kentucky,USA,2006,1,21,39,4.8,2.8,4.4,-7.8,0.02,0.118,0.152,0.496,0.366,2021-22,1
RJ Nembhard Jr.,CLE,23,193.04,90.7184,TCU,USA,Undrafted,Undrafted,Undrafted,14,1.1,0.5,0.9,-8.4,0.042,0.056,0.16,0.38,0.343,2021-22,3
RJ Barrett,NYK,22,198.12,97.068688,Duke,Canada,2019,1,3,70,20,5.8,3,-3.3,0.025,0.136,0.268,0.511,0.146,2021-22,1
R.J. Hampton,ORL,21,193.04,79.3786,None,USA,2020,1,24,64,7.6,3,2.5,-14.5,0.015,0.12,0.18,0.481,0.179,2021-22,1
Quinndary Weatherspoon,GSW,25,190.5,92.98636,Mississippi State,USA,2019,2,49,11,2.7,1.3,0.5,-8.6,0.029,0.182,0.15,0.647,0.102,2021-22,2
Quentin Grimes,NYK,22,193.04,95.25432,Houston,USA,2021,1,25,46,6,2,1,-3,0.028,0.085,0.149,0.565,0.095,2021-22,1
Petr Cornelie,DEN,26,210.82,99.79024,None,France,2016,2,53,13,1.1,1.1,0.2,5.8,0.159,0.219,0.208,0.418,0.115,2021-22,2
Omer Yurtseven,MIA,24,210.82,124.7378,Georgetown,Turkey,Undrafted,Undrafted,Undrafted,56,5.3,5.3,0.9,5.3,0.12,0.293,0.19,0.546,0.105,2021-22,3
Zeke Nnaji,DEN,21,205.74,108.86208,Arizona,USA,2020,1,22,41,6.6,3.6,0.4,-3.2,0.077,0.141,0.146,0.629,0.037,2021-22,1
Zach LaVine,CHI,27,195.58,90.7184,UCLA,USA,2014,1,13,67,24.4,4.6,4.5,-0.9,0.01,0.121,0.284,0.605,0.207,2021-22,1
Timothe Luwawu-Cabarrot,ATL,27,200.66,97.52228,None,France,2016,1,24,52,4.4,1.6,0.8,-3.5,0.024,0.094,0.135,0.556,0.08,2021-22,1
Tobias Harris,PHI,29,200.66,102.511792,Tennessee,USA,2011,1,19,73,17.2,6.8,3.5,3.2,0.032,0.164,0.214,0.566,0.158,2021-22,1
Tomas Satoransky,WAS,30,200.66,95.25432,None,Czech Republic,2012,2,32,55,3.6,2.3,3.3,-8,0.029,0.11,0.124,0.461,0.285,2021-22,2
Tony Bradley,CHI,24,208.28,112.490816,North Carolina,USA,2017,1,28,55,3,3.4,0.5,5.2,0.123,0.196,0.128,0.6,0.065,2021-22,1
Tony Snell,NOP,30,198.12,96.615096,New Mexico,USA,2013,1,20,53,3.5,1.9,0.5,-7.8,0.018,0.107,0.099,0.541,0.047,2021-22,1
Torrey Craig,PHX,31,200.66,100.243832,South Carolina Upstate,USA,Undrafted,Undrafted,Undrafted,78,6.6,4,1.2,-5,0.05,0.137,0.139,0.556,0.082,2021-22,3
Trae Young,ATL,23,185.42,74.389088,Oklahoma,USA,2018,1,5,76,28.4,3.7,9.7,2.3,0.019,0.087,0.333,0.603,0.442,2021-22,1
Trayvon Palmer,DET,27,198.12,90.7184,Chicago St.,USA,Undrafted,Undrafted,Undrafted,1,0,2,0,-33,0,0.133,0.053,0,0,2021-22,3
Tre Jones,SAS,22,185.42,83.91452,Duke,USA,2020,2,41,69,6,2.2,3.4,-0.5,0.024,0.103,0.151,0.545,0.28,2021-22,2
Tre Mann,OKC,21,190.5,80.739376,Florida,USA,2021,1,18,60,10.4,2.9,1.5,-10.3,0.017,0.101,0.213,0.501,0.108,2021-22,1
Tremont Waters,WAS,24,177.8,79.3786,LSU,USA,2019,2,51,3,3.3,1.3,2.3,-17.1,0,0.077,0.15,0.357,0.179,2021-22,2
Trendon Watford,POR,21,203.2,107.501304,Louisiana State,USA,Undrafted,Undrafted,Undrafted,48,7.6,4.1,1.7,-17.9,0.06,0.163,0.169,0.59,0.152,2021-22,3
Trent Forrest,UTA,24,193.04,95.25432,Florida State,USA,Undrafted,Undrafted,Undrafted,60,3.3,1.7,1.8,4.5,0.031,0.093,0.124,0.554,0.188,2021-22,3
Trevelin Queen,HOU,25,198.12,86.18248,New Mexico State,USA,Undrafted,Undrafted,Undrafted,10,4.3,1.6,0.4,5.6,0.091,0.134,0.219,0.619,0.074,2021-22,3
Trevon Scott,CLE,25,203.2,102.0582,Cincinnati,USA,Undrafted,Undrafted,Undrafted,2,3,1,0,19.4,0.071,0.083,0.207,0.5,0,2021-22,3
Tim Hardaway Jr.,DAL,30,195.58,92.98636,Michigan,USA,2013,1,24,42,14.2,3.7,2.2,1.3,0.01,0.114,0.214,0.52,0.115,2021-22,1
Trevor Ariza,LAL,37,203.2,97.52228,UCLA,USA,2004,2,43,24,4,3.4,1.1,-5.3,0.02,0.151,0.11,0.449,0.079,2021-22,2
Tim Frazier,CLE,31,182.88,77.11064,Penn State,USA,Undrafted,Undrafted,Undrafted,12,3.3,1.6,2.8,-17.5,0.024,0.066,0.137,0.398,0.254,2021-22,3
Theo Pinson,DAL,26,195.58,96.161504,North Carolina,USA,Undrafted,Undrafted,Undrafted,19,2.5,1.1,0.9,-12.4,0.012,0.124,0.138,0.553,0.181,2021-22,3
Steven Adams,MEM,28,210.82,120.20188,Pittsburgh,New Zealand,2013,1,12,76,6.9,10,3.4,8.3,0.159,0.198,0.118,0.56,0.155,2021-22,1
Svi Mykhailiuk,TOR,25,200.66,92.98636,Kansas,Ukraine,2018,2,47,56,4.6,1.6,0.8,-5.9,0.024,0.101,0.161,0.509,0.094,2021-22,2
T.J. McConnell,IND,30,185.42,86.18248,Arizona,USA,2015,0,Undrafted,27,8.5,3.3,4.9,-5.5,0.029,0.11,0.157,0.525,0.287,2021-22,0
Tacko Fall,CLE,26,228.6,141.067112,UCF,Senegal,Undrafted,Undrafted,Undrafted,11,1.1,2.1,0.2,-0.8,0.115,0.271,0.124,0.398,0.048,2021-22,3
Taj Gibson,NYK,37,205.74,105.233344,Southern California,USA,2009,1,26,52,4.4,4.4,0.6,3.3,0.088,0.139,0.099,0.606,0.05,2021-22,1
Talen Horton-Tucker,LAL,21,193.04,106.140528,Iowa State,USA,2019,2,46,60,10,3.2,2.7,-2.2,0.024,0.1,0.189,0.503,0.153,2021-22,2
Taurean Prince,MIN,28,198.12,98.883056,Baylor,USA,2016,1,12,69,7.3,2.5,1,0.7,0.021,0.12,0.166,0.589,0.08,2021-22,1
Terance Mann,LAC,25,195.58,97.52228,Florida State,USA,2019,2,48,81,10.8,5.2,2.6,1.5,0.044,0.127,0.157,0.572,0.131,2021-22,2
Terence Davis,SAC,25,193.04,91.171992,Mississippi,USA,Undrafted,Undrafted,Undrafted,30,10.4,3.1,1.3,4.4,0.019,0.138,0.244,0.543,0.107,2021-22,3
Terrence Ross,ORL,31,198.12,93.439952,Washington,USA,2012,1,8,63,10,2.6,1.8,-11.9,0.013,0.094,0.196,0.515,0.127,2021-22,1
Terry Rozier,CHA,28,185.42,86.18248,Louisville,USA,2015,1,16,73,19.3,4.3,4.5,1.4,0.021,0.101,0.227,0.566,0.197,2021-22,1
Terry Taylor,IND,22,195.58,104.32616,Austin Peay,USA,Undrafted,Undrafted,Undrafted,33,9.6,5.2,1.2,-6.9,0.129,0.117,0.151,0.656,0.081,2021-22,3
Thaddeus Young,TOR,34,203.2,106.59412,Georgia Tech,USA,2007,1,12,52,6.2,4,2,-0.2,0.088,0.152,0.169,0.548,0.177,2021-22,1
Thanasis Antetokounmpo,MIL,29,198.12,99.336648,None,Greece,2014,2,51,48,3.6,2.1,0.5,-10.1,0.083,0.129,0.155,0.577,0.071,2021-22,2
Theo Maledon,OKC,21,193.04,79.3786,None,France,2020,2,34,51,7.1,2.6,2.2,-10.5,0.02,0.118,0.201,0.5,0.188,2021-22,2
Thomas Bryant,WAS,24,208.28,112.490816,Indiana,USA,2017,2,42,27,7.4,4,0.9,-9.1,0.06,0.187,0.188,0.607,0.083,2021-22,2
Zavier Simpson,OKC,25,182.88,86.18248,Michigan,USA,Undrafted,Undrafted,Undrafted,4,11,5.3,7.5,-26.5,0.01,0.114,0.158,0.406,0.25,2021-22,3
Trey Burke,DAL,29,182.88,83.91452,Michigan,USA,2013,1,9,42,5.1,0.8,1.4,-0.5,0.009,0.064,0.25,0.475,0.219,2021-22,1
Trey Murphy III,NOP,22,203.2,93.439952,Virginia,USA,2021,1,17,62,5.4,2.4,0.6,0.3,0.049,0.122,0.147,0.558,0.065,2021-22,1
Wayne Ellington,LAL,34,193.04,93.893544,North Carolina,USA,2009,1,28,43,6.7,1.8,0.7,-3.8,0.012,0.078,0.135,0.593,0.055,2021-22,1
Wayne Selden,NYK,27,193.04,105.233344,Kansas,USA,2016,Undrafted,Undrafted,3,1.7,0.3,0.3,-34.5,0,0.053,0.136,0.434,0.091,2021-22,3
Wendell Carter Jr.,ORL,23,208.28,122.46984,Duke,USA,2018,1,7,62,15,10.5,2.8,-3.7,0.074,0.26,0.206,0.601,0.15,2021-22,1
Wenyen Gabriel,LAL,25,205.74,92.98636,Kentucky,South Sudan,Undrafted,Undrafted,Undrafted,26,5.4,3.7,0.5,6.7,0.105,0.151,0.165,0.549,0.053,2021-22,3
Wes Iwundu,ATL,27,198.12,88.45044,Kansas State,USA,2017,2,33,3,7.3,4.3,0,-1.4,0.036,0.143,0.111,0.557,0,2021-22,2
Wesley Matthews,MIL,35,193.04,99.79024,Marquette,USA,Undrafted,Undrafted,Undrafted,49,5.1,1.9,0.7,6.7,0.029,0.056,0.104,0.536,0.047,2021-22,3
Will Barton,DEN,31,195.58,82.100152,Memphis,USA,2012,2,40,71,14.7,4.8,3.9,2,0.02,0.128,0.205,0.548,0.171,2021-22,2
Willie Cauley-Stein,PHI,28,213.36,108.86208,Kentucky,USA,2015,1,6,20,1.7,2,0.5,7.2,0.064,0.144,0.099,0.474,0.074,2021-22,1
Willy Hernangomez,NOP,28,210.82,113.398,None,Spain,2015,2,35,50,9.1,6.8,1.3,-1.6,0.153,0.24,0.211,0.582,0.113,2021-22,2
Xavier Moon,LAC,27,187.96,74.84268,Morehead State,USA,Undrafted,Undrafted,Undrafted,10,5.8,1.4,2.4,1.4,0.014,0.072,0.177,0.545,0.245,2021-22,3
Xavier Sneed,UTA,24,195.58,97.52228,Kansas State,USA,Undrafted,Undrafted,Undrafted,9,0.6,0.7,0.1,-3.8,0.041,0.111,0.109,0.25,0.036,2021-22,3
Xavier Tillman Sr.,MEM,23,203.2,111.13004,Michigan State,USA,2020,2,35,53,4.8,3,1.2,-1.4,0.084,0.138,0.164,0.51,0.127,2021-22,2
Yuta Watanabe,TOR,27,205.74,97.52228,George Washington,Japan,Undrafted,Undrafted,Undrafted,38,4.3,2.4,0.6,-3.9,0.035,0.158,0.161,0.524,0.067,2021-22,3
Yves Pons,MEM,23,195.58,93.439952,Tennessee,France,Undrafted,Undrafted,Undrafted,12,1.1,1,0.1,-21.3,0.055,0.082,0.096,0.385,0.024,2021-22,3
Zach Collins,SAS,24,210.82,113.398,Gonzaga,USA,2017,1,10,28,7.8,5.5,2.2,3.1,0.085,0.197,0.184,0.594,0.17,2021-22,1
Vlatko Cancar,DEN,25,203.2,107.047712,None,Slovenia,2017,2,49,15,4.1,2.1,1.1,0.8,0.041,0.133,0.131,0.657,0.139,2021-22,2
Trey Lyles,SAC,26,205.74,106.140528,Kentucky,Canada,2015,1,12,75,10.5,5.1,1.2,-7.2,0.056,0.189,0.205,0.588,0.09,2021-22,1
Vit Krejci,OKC,22,203.2,88.45044,None,Czech Republic,2020,2,37,30,6.2,3.4,1.9,-12.8,0.024,0.121,0.125,0.529,0.117,2021-22,2
Vernon Carey Jr.,WAS,21,205.74,122.46984,Duke,USA,2020,2,32,7,2.9,1.7,0,-47.6,0.145,0.093,0.179,0.534,0,2021-22,2
Tristan Thompson,CHI,31,205.74,115.212368,Texas-Austin,Canada,2011,1,4,57,6,5.1,0.6,-3.6,0.125,0.196,0.168,0.541,0.054,2021-22,1
Troy Brown Jr.,CHI,22,198.12,97.52228,Oregon,USA,2018,1,15,66,4.3,3.1,1,-2.3,0.038,0.154,0.118,0.525,0.082,2021-22,1
Ty Jerome,OKC,24,195.58,88.45044,Virginia,USA,2019,1,24,48,7.1,1.6,2.3,-1.5,0.021,0.072,0.205,0.488,0.229,2021-22,1
Tyler Cook,CHI,24,203.2,115.66596,Iowa,USA,Undrafted,Undrafted,Undrafted,20,3.4,2.7,0.2,-7.5,0.08,0.2,0.127,0.643,0.021,2021-22,3
Tyler Hall,NYK,25,195.58,94.800728,Montana State,USA,Undrafted,Undrafted,Undrafted,1,0,0,0,-100,0,0,0,0,0,2021-22,3
Tyler Herro,MIA,22,195.58,88.45044,Kentucky,USA,2019,1,13,66,20.7,5,4,5.3,0.015,0.133,0.278,0.561,0.205,2021-22,1
Tyler Johnson,SAS,30,190.5,84.368112,Fresno State,USA,Undrafted,Undrafted,Undrafted,6,2.8,2,1.2,-1.9,0.029,0.1,0.1,0.425,0.1,2021-22,3
Tyrell Terry,MEM,21,187.96,72.57472,Stanford,USA,2020,2,31,2,1,0,0,-6.9,0,0,0.111,1,0,2021-22,2
Tyrese Haliburton,IND,22,195.58,83.91452,Iowa State,USA,2020,1,12,77,15.3,4,8.2,-6,0.022,0.093,0.184,0.595,0.335,2021-22,1
Tyrese Maxey,PHI,21,187.96,90.7184,Kentucky,USA,2020,1,21,75,17.5,3.2,4.3,3.6,0.01,0.08,0.199,0.594,0.191,2021-22,1
Tyrone Wallace,NOP,28,195.58,89.811216,California,USA,2016,2,60,6,2.8,1.3,0.2,-9.9,0,0.133,0.13,0.383,0.017,2021-22,2
Tyus Jones,MEM,26,182.88,88.904032,Duke,USA,2015,1,24,73,8.7,2.4,4.4,7.6,0.01,0.097,0.164,0.544,0.285,2021-22,1
Udoka Azubuike,UTA,22,213.36,122.46984,Kansas,Nigeria,2020,1,27,17,4.7,4.2,0,2,0.093,0.233,0.143,0.743,0,2021-22,1
Udonis Haslem,MIA,42,203.2,106.59412,Florida,USA,Undrafted,Undrafted,Undrafted,13,2.5,1.9,0.3,-9.5,0.043,0.239,0.183,0.495,0.077,2021-22,3
Usman Garuba,HOU,20,203.2,103.872568,None,Spain,2021,1,23,24,2,3.5,0.7,7,0.083,0.263,0.091,0.51,0.084,2021-22,1
Victor Oladipo,MIA,30,193.04,96.615096,Indiana,USA,2013,1,2,8,12.4,2.9,3.5,-1.4,0.017,0.11,0.247,0.608,0.277,2021-22,1
Jordan Bell,CHI,27,200.66,97.975872,Oregon,USA,2017,2,38,1,0,1,0,25,0.5,0,0,0,0,2021-22,2
Olivier Sarr,OKC,23,213.36,108.86208,Kentucky,France,Undrafted,Undrafted,Undrafted,22,7,4.2,0.9,-2,0.078,0.133,0.136,0.672,0.066,2021-22,3
OG Anunoby,TOR,24,200.66,105.233344,Indiana,United Kingdom,2017,1,23,48,17.1,5.5,2.6,3.9,0.04,0.116,0.204,0.549,0.108,2021-22,1
Killian Hayes,DET,20,195.58,88.45044,None,France,2020,1,7,66,6.9,3.2,4.2,-10.3,0.02,0.108,0.154,0.461,0.243,2021-22,1
Khris Middleton,MIL,30,200.66,100.697424,Texas A&M,USA,2012,2,39,66,20.1,5.4,5.4,5.4,0.019,0.136,0.255,0.577,0.246,2021-22,2
Khem Birch,TOR,29,205.74,105.686936,UNLV,Canada,Undrafted,Undrafted,Undrafted,55,4.5,4.3,1,-0.1,0.112,0.128,0.108,0.534,0.074,2021-22,3
Kevon Looney,GSW,26,205.74,100.697424,UCLA,USA,2015,1,30,82,6,7.3,2,6,0.12,0.21,0.12,0.586,0.127,2021-22,1
Kevin Porter Jr.,HOU,22,193.04,92.079176,Southern California,USA,2019,1,30,61,15.6,4.4,6.2,-6.7,0.022,0.111,0.239,0.531,0.302,2021-22,1
Kevin Pangos,CLE,29,185.42,81.192968,Gonzaga,Canada,Undrafted,Undrafted,Undrafted,24,1.6,0.5,1.3,-12.1,0.012,0.057,0.143,0.408,0.246,2021-22,3
Kevin Love,CLE,33,203.2,113.851592,UCLA,USA,2008,1,5,74,13.6,7.2,2.2,1.5,0.051,0.258,0.239,0.594,0.153,2021-22,1
Kevin Knox II,ATL,22,200.66,97.52228,Kentucky,USA,2018,1,9,30,3.1,1.5,0.3,-15.1,0.055,0.127,0.187,0.491,0.077,2021-22,1
Kevin Huerter,ATL,23,200.66,89.811216,Maryland,USA,2018,1,19,74,12.1,3.4,2.7,3.8,0.014,0.098,0.169,0.57,0.125,2021-22,1
Kevin Durant,BKN,33,208.28,108.86208,Texas-Austin,USA,2007,1,2,55,29.9,7.4,6.4,6.5,0.015,0.166,0.31,0.634,0.274,2021-22,1
Kessler Edwards,BKN,21,200.66,92.079176,Pepperdine,USA,2021,2,44,48,5.9,3.6,0.6,-3.3,0.043,0.124,0.132,0.516,0.04,2021-22,2
Keon Johnson,POR,20,193.04,83.91452,Tennessee,USA,2021,1,21,37,7.2,2.2,2.1,-19,0.031,0.083,0.207,0.453,0.174,2021-22,1
Kenyon Martin Jr.,HOU,21,195.58,97.52228,None,USA,2020,2,52,79,8.8,3.8,1.3,-6.9,0.047,0.131,0.158,0.603,0.091,2021-22,2
Kentavious Caldwell-Pope,WAS,29,195.58,92.532768,Georgia,USA,2013,1,8,77,13.2,3.4,1.9,-4.7,0.018,0.093,0.185,0.568,0.09,2021-22,1
Kent Bazemore,LAL,32,193.04,88.45044,Old Dominion,USA,Undrafted,Undrafted,Undrafted,39,3.4,1.8,0.9,-8.9,0.022,0.097,0.128,0.451,0.085,2021-22,3
Killian Tillie,MEM,24,205.74,99.79024,Gonzaga,France,Undrafted,Undrafted,Undrafted,36,3.3,1.7,0.6,3.4,0.04,0.085,0.128,0.452,0.061,2021-22,3
Kenrich Williams,OKC,27,198.12,95.25432,TCU,USA,Undrafted,Undrafted,Undrafted,49,7.4,4.5,2.2,1.7,0.062,0.123,0.153,0.532,0.159,2021-22,3
Kira Lewis Jr.,NOP,21,185.42,77.11064,Alabama,USA,2020,1,13,24,5.9,1.6,2,-14.1,0.023,0.083,0.209,0.466,0.239,2021-22,1
Kristaps Porzingis,WAS,26,220.98,108.86208,None,Latvia,2015,1,4,51,20.2,8.1,2.3,0.4,0.068,0.204,0.286,0.577,0.133,2021-22,1
Leandro Bolmaro,MIN,21,198.12,90.7184,None,Argentina,2020,1,23,35,1.4,1.2,0.6,0.2,0.062,0.107,0.122,0.419,0.118,2021-22,1
LeBron James,LAL,37,205.74,113.398,None,USA,2003,1,1,56,30.3,8.2,6.2,-2.5,0.031,0.185,0.317,0.619,0.297,2021-22,1
Lauri Markkanen,CLE,25,210.82,108.86208,Arizona,Finland,2017,1,7,61,14.8,5.7,1.3,3.9,0.033,0.147,0.192,0.582,0.062,2021-22,1
Larry Nance Jr.,NOP,29,200.66,111.13004,Wyoming,USA,2015,1,27,46,7,5.4,1.8,-1.9,0.069,0.173,0.128,0.59,0.115,2021-22,1
Langston Galloway,MIL,30,185.42,90.7184,St. Joseph's (PA),USA,Undrafted,Undrafted,Undrafted,7,2,2.6,1.7,-6.6,0.023,0.106,0.118,0.269,0.156,2021-22,3
