"","X","age","state.code","county.code","income","sex","education","race","degree","employed","person","county","subregion","lat","long","group"
"6019",457,29,6,67,23103.8231547922,"female",13,"Asian only","no 4-year degree",1,1459,"sacramento","sacramento",38.3224646744565,-121.522901271067,1
"6020",1477,32,6,37,0,"female",11,"White only","no 4-year degree",NA,720,"los angeles","los angeles",34.1080400769175,-118.58441965034,1
"6021",252,28,6,1,22832.4686037377,"male",13,"AI-HP","no 4-year degree",1,1758,"alameda","alameda",37.6229194495757,-121.862284000821,1
"6022",62,32,6,1,86818.5698445886,"male",16,"Asian only","4-year degree",1,1685,"alameda","alameda",37.7808830454697,-122.100593434416,1
"6023",528,26,6,0,44665.829372406,"male",12,"White only","no 4-year degree",1,1312,"unknown","los angeles",37.6186100491897,-121.732235160823,1
"6024",1037,34,6,73,73224.3388663977,"male",16,"White only","4-year degree",1,1532,"san diego","san diego",32.9555171626676,-117.120808386414,1
"6025",240,27,6,59,35037.1846675873,"male",14,"White only","no 4-year degree",1,880,"orange","orange",33.7518387976927,-117.724164687009,1
"6026",117,25,6,0,13405.2593700355,"female",14,"White only","no 4-year degree",1,1101,"unknown","sacramento",34.0569127489093,-118.217577919389,1
"6027",156,34,6,37,0,"female",13,"White only","no 4-year degree",NA,441,"los angeles","los angeles",34.1886292534177,-118.175179991382,1
"6028",1420,33,6,37,22655.3367555141,"male",14,"White only","no 4-year degree",1,274,"los angeles","los angeles",33.8956210006339,-118.255492363245,1
"6029",199,35,6,97,89116.1891985685,"male",16,"White only","4-year degree",1,2163,"sonoma","sonoma",38.1850687624864,-122.524654173606,1
"6030",780,33,6,0,82545.7897991873,"male",13,"White only","no 4-year degree",1,1158,"unknown","los angeles",34.0606855781311,-118.157870751835,1
"6031",1238,32,6,95,36078.1703200191,"male",12,"White only","no 4-year degree",1,2241,"solano","solano",38.2316471963724,-121.892459184205,1
"6032",996,33,6,0,46834.0303053781,"male",11,"White only","no 4-year degree",1,1309,"unknown","orange",34.116053737705,-118.639837355065,1
"6033",1363,34,6,59,0,"male",11,"White only","no 4-year degree",NA,947,"orange","orange",33.598553137332,-117.662507544438,1
"6034",1773,32,6,59,5407.87327545695,"female",14,"Asian only","no 4-year degree",1,874,"orange","orange",33.7190404528743,-117.752318049167,1
"6035",1709,32,6,0,120000,"female",16,"White only","4-year degree",1,2002,"unknown","san francisco",37.7561677559039,-122.392965789051,1
"6036",574,27,6,37,0,"male",11,"White only","no 4-year degree",0,624,"los angeles","los angeles",34.3742382498929,-118.503589628484,1
"6037",6,27,6,37,109535.439469619,"female",16,"White-Asian","4-year degree",1,471,"los angeles","los angeles",33.9985573319386,-118.068847638709,1
"6038",2034,29,6,37,22539.2928345129,"female",13,"Black only","no 4-year degree",1,761,"los angeles","los angeles",34.0310931483938,-118.352834964745,1
"6039",1073,32,6,113,11041.9780687196,"male",18,"Asian only","4-year degree",NA,1468,"yolo","yolo",38.7377815443394,-121.7476575827,1
"6040",795,31,6,0,66827.0699828863,"female",16,"White only","4-year degree",1,1850,"unknown","los angeles",33.7090505931352,-117.711314843387,1
"6041",548,26,6,75,52233.0947497934,"male",16,"White only","4-year degree",1,1888,"san francisco","san francisco",37.7167826045947,-122.397480540106,1
"6042",1696,32,6,59,0,"female",13,"White only","no 4-year degree",NA,973,"orange","orange",33.6617967907579,-117.829031163499,1
"6043",375,30,6,37,58148.2921242714,"male",16,"Black only","4-year degree",1,750,"los angeles","los angeles",33.9948204876071,-118.367238499803,1
"6044",377,28,6,37,27371.2972635403,"female",13,"White only","no 4-year degree",1,264,"los angeles","los angeles",34.0719023687782,-118.791953973965,1
"6045",2057,31,6,0,112368.610684294,"male",16,"White only","4-year degree",1,1846,"unknown","alameda",34.0505331264194,-117.804682753826,1
"6046",1710,28,6,73,0,"female",12,"American Indian, Alaskan Native only (AI)","no 4-year degree",1,1610,"san diego","san diego",33.0790048138255,-117.220335983876,1
"6047",415,29,6,37,0,"female",13,"Black only","no 4-year degree",NA,753,"los angeles","los angeles",33.9360056332248,-118.172213413291,1
"6048",628,34,6,37,13804.3447353411,"female",20,"White only","4-year degree",1,327,"los angeles","los angeles",34.1947465956047,-118.510697294446,1
"6049",565,26,6,111,89308.8579154573,"male",16,"White only","4-year degree",1,1057,"ventura","ventura",34.2485341823576,-118.990021475502,1
"6050",1142,29,6,37,0,"female",12,"White only","no 4-year degree",NA,713,"los angeles","los angeles",34.1180127915311,-118.169399907488,1
"6051",269,33,6,37,32691.9917990454,"female",12,"Black only","no 4-year degree",1,448,"los angeles","los angeles",34.042858288989,-118.58962208781,1
"6052",1023,35,6,37,0,"male",12,"White only","no 4-year degree",NA,520,"los angeles","los angeles",33.9982784287183,-118.163299376636,1
"6053",57,31,6,75,95436.4837598987,"female",16,"White only","4-year degree",1,1895,"san francisco","san francisco",37.78573258236,-122.474764613653,1
"6054",681,25,6,19,62056.2652526423,"male",12,"Asian only","no 4-year degree",1,128,"fresno","fresno",36.828059269241,-119.593219435154,1
"6055",1850,31,6,0,58118.9438033849,"female",18,"Asian only","4-year degree",1,1357,"unknown","orange",33.2505250916833,-117.375636440557,1
"6056",1191,28,6,77,0,"female",12,"AI-Asian","no 4-year degree",NA,2205,"san joaquin","san joaquin",38.2201761710208,-121.373189963319,1
"6057",1573,33,6,75,215507.930469932,"male",18,"Asian only","4-year degree",1,1871,"san francisco","san francisco",37.7620214851871,-122.409727438779,1
"6058",1975,29,6,59,56000,"male",13,"White only","no 4-year degree",0,897,"orange","orange",33.6773117872016,-117.755338632666,1
"6059",1927,31,6,59,0,"male",13,"White only","no 4-year degree",NA,984,"orange","orange",33.7076293539218,-117.702980431016,1
"6060",1132,28,6,59,68000,"female",18,"White only","4-year degree",1,888,"orange","orange",33.705960699787,-117.684955798767,1
"6061",1363,34,6,59,0,"male",11,"White only","no 4-year degree",NA,947,"orange","orange",33.8493188662352,-117.73485684684,1
"6062",1812,33,6,1,69203.0111507047,"male",18,"White only","4-year degree",1,1713,"alameda","alameda",37.653285542725,-122.010007727123,1
"6063",1337,33,6,0,32000,"male",11,"White only","no 4-year degree",0,1184,"unknown","los angeles",33.9938717188564,-118.261363478896,1
"6064",1902,25,6,83,0,"male",14,"White only","no 4-year degree",NA,2135,"santa barbara","santa barbara",34.5788272245813,-120.179054922504,1
"6065",1937,27,6,77,42293.7182681635,"female",16,"Asian only","4-year degree",0,2212,"san joaquin","san joaquin",38.0225373957814,-121.235017922604,1
"6066",100,30,6,0,0,"female",14,"White only","no 4-year degree",NA,1266,"unknown","los angeles",34.0088732231951,-118.211567182994,1
"6067",846,29,6,0,36159.8052207008,"male",13,"White only","no 4-year degree",1,1099,"unknown","los angeles",35.1324656644675,-118.994804259516,1
"6068",725,26,6,29,135000,"male",12,"Asian only","no 4-year degree",1,27,"kern","kern",35.4768756368351,-118.868691374755,1
"6069",1480,28,6,77,8356.06190781109,"female",12,"American Indian, Alaskan Native only (AI)","no 4-year degree",1,2189,"san joaquin","san joaquin",37.7911532456659,-121.24813501733,1
"6070",1411,27,6,0,44298.1189414859,"female",13,"White only","no 4-year degree",1,1241,"unknown","los angeles",37.4820819400809,-121.018665826103,1
"6071",1863,27,6,0,117410.045097815,"male",16,"Asian only","4-year degree",1,1992,"unknown","los angeles",34.447646825144,-119.097877466427,1
"6072",1712,26,6,37,8923.94552603737,"female",16,"White only","4-year degree",1,221,"los angeles","los angeles",34.0487359875686,-118.435817056964,1
"6073",267,31,6,7,31723.2250325382,"male",13,"Black only","no 4-year degree",1,60,"butte","butte",39.6844935627896,-121.603994785232,1
"6074",403,32,6,75,0,"female",16,"Asian only","4-year degree",NA,1869,"san francisco","san francisco",37.7627642982183,-122.405555571745,1
"6075",1006,28,6,0,112830.4284357,"male",16,"White only","4-year degree",1,2060,"unknown","alameda",34.48733671036,-119.035147831838,1
"6076",220,25,6,0,29291.944638826,"female",16,"White only","4-year degree",1,1204,"unknown","san diego",35.9138075791014,-120.490780781659,1
"6077",1600,29,6,37,14962.633484602,"male",12,"White only","no 4-year degree",1,714,"los angeles","los angeles",34.0134850349647,-118.270240398748,1
"6078",829,26,6,67,55938.5446568485,"male",12,"White only","no 4-year degree",1,1443,"sacramento","sacramento",38.2543260535588,-121.59496324172,1
"6079",815,27,6,111,9000,"male",11,"White only","no 4-year degree",1,1082,"ventura","ventura",34.5492476560156,-119.07259661903,1
"6080",974,30,6,77,41356.0216743499,"male",12,"Asian only","no 4-year degree",1,2211,"san joaquin","san joaquin",38.0188478257084,-121.283366576855,1
"6081",1226,31,6,37,90000,"male",16,"Asian only","4-year degree",1,814,"los angeles","los angeles",34.2215190249094,-118.429678062211,1
"6082",765,34,6,37,61909.0493135154,"male",13,"White only","no 4-year degree",1,442,"los angeles","los angeles",33.9128159042701,-118.100300776687,1
"6083",367,26,6,19,75393.439874053,"male",12,"Asian only","no 4-year degree",1,132,"fresno","fresno",36.6697357392465,-119.802881727477,1
"6084",1639,32,6,0,33562.7436891198,"male",13,"White only","no 4-year degree",1,1173,"unknown","orange",37.7439637157485,-122.390476743068,1
"6085",1606,27,6,87,27497.5445335731,"male",16,"White only","4-year degree",1,2116,"santa cruz","santa cruz",36.9240465624335,-121.818355077795,1
"6086",933,33,6,31,35502.5584763847,"female",12,"White only","no 4-year degree",1,170,"kings","kings",36.0588691421764,-119.779387762632,1
"6087",893,25,6,0,34465.9215016291,"female",16,"Asian only","4-year degree",1,2223,"unknown","fresno",33.781968299243,-117.635166361511,1
"6088",1864,33,6,67,37777.1112229675,"male",12,"White only","no 4-year degree",1,1448,"sacramento","sacramento",38.2772092094392,-121.271028681492,1
"6089",1237,34,6,59,39365.5070122331,"female",13,"White only","no 4-year degree",1,953,"orange","orange",33.8212792835715,-117.685334005273,1
"6090",305,25,6,37,0,"female",12,"White only","no 4-year degree",NA,229,"los angeles","los angeles",34.0287397510277,-118.27263575724,1
"6091",1328,28,6,1,7486.4806598518,"male",18,"White only","4-year degree",1,1715,"alameda","alameda",37.5456175247446,-121.720398193845,1
"6092",1590,33,6,37,278015.184402466,"female",18,"White only","4-year degree",1,538,"los angeles","los angeles",33.9592732507869,-118.142880531093,1
"6093",995,25,6,31,0,"female",16,"White only","4-year degree",NA,174,"kings","kings",36.2131534527138,-119.754414503827,1
"6094",1718,35,6,1,0,"female",16,"Asian only","4-year degree",NA,1781,"alameda","alameda",37.7286074817223,-122.025208090011,1
"6095",266,35,6,37,23346.1624861229,"male",14,"White only","no 4-year degree",1,717,"los angeles","los angeles",34.0821194165003,-118.130429100391,1
"6096",1862,31,6,111,40932.3558602482,"female",14,"White only","no 4-year degree",1,1070,"ventura","ventura",34.4717919636112,-119.023035351488,1
"6097",6,27,6,37,109928.047091234,"female",16,"White-Asian","4-year degree",1,471,"los angeles","los angeles",34.1726587046894,-117.890067297616,1
"6098",1069,34,6,1,79308.9406122454,"male",16,"Asian only","4-year degree",1,1795,"alameda","alameda",37.6698656418664,-122.016465168553,1
"6099",320,26,6,67,34582.5979853803,"male",16,"White only","4-year degree",1,1408,"sacramento","sacramento",38.2852305666831,-121.39175337767,1
"6100",2124,34,6,37,91823.257021606,"male",16,"White only","4-year degree",1,420,"los angeles","los angeles",34.0459157478742,-118.388311676371,1
"6101",1442,31,6,37,1e+05,"female",16,"White only","4-year degree",1,463,"los angeles","los angeles",34.3241915984051,-118.536962456345,1
"6102",1709,32,6,0,116600.965479389,"female",16,"White only","4-year degree",1,2002,"unknown","san francisco",38.287111870624,-121.554817496943,1
"6103",624,28,6,37,25000,"male",12,"White only","no 4-year degree",1,397,"los angeles","los angeles",33.8274302124796,-118.301563228622,1
"6104",1157,25,6,0,0,"female",16,"Asian only","4-year degree",0,2082,"unknown","san diego",34.1130701779712,-118.251556196006,1
"6105",70,30,6,111,23062.9625893198,"female",12,"White only","no 4-year degree",1,1075,"ventura","ventura",34.325496103611,-118.900371672659,1
"6106",2019,33,6,75,63977.8690896928,"female",16,"White only","4-year degree",1,1894,"san francisco","san francisco",37.7652078839468,-122.429060285583,1
"6107",936,30,6,37,20659.2986369506,"male",13,"White only","no 4-year degree",1,324,"los angeles","los angeles",34.0508944761595,-118.075669878531,1
"6108",1068,34,6,37,25987.1813338995,"female",9,"White only","no 4-year degree",NA,544,"los angeles","los angeles",34.0364104711625,-118.35093712849,1
"6109",2136,35,6,0,62000,"male",12,"Black only","no 4-year degree",1,1286,"unknown","los angeles",34.0993440098133,-118.353630832913,1
"6110",547,31,6,37,121956.558403326,"male",16,"Asian only","4-year degree",1,649,"los angeles","los angeles",34.0426720191639,-118.231523777667,1
"6111",1425,26,6,73,5177.84479400143,"female",13,"White only","no 4-year degree",1,1625,"san diego","san diego",32.9344801004488,-117.256262354551,1
"6112",1385,27,6,75,63320.161239244,"female",18,"White only","4-year degree",1,1887,"san francisco","san francisco",37.7686594397897,-122.408152344956,1
"6113",2114,34,6,111,92138.508213032,"male",16,"White only","4-year degree",1,1076,"ventura","ventura",34.545278105118,-119.034275384145,1
"6114",1763,35,6,31,90031.1364093795,"female",18,"White only","4-year degree",1,165,"kings","kings",36.0957098690201,-119.896003611634,1
"6115",1994,34,6,0,36676.907100901,"female",13,"White only","no 4-year degree",1,1137,"unknown","los angeles",34.6748665602129,-120.067584893253,1
"6116",2173,30,6,0,192188.283071155,"male",16,"White only","4-year degree",1,2028,"unknown","alameda",34.0554726637316,-118.064261797739,1
"6117",1050,25,6,37,8139.6611252334,"male",16,"White only","4-year degree",1,586,"los angeles","los angeles",33.9172444551039,-118.262743522599,1
"6118",2159,34,6,0,168742.678642273,"female",16,"Asian only","4-year degree",1,1959,"unknown","los angeles",34.0415098662375,-118.249288196568,1
"6119",1178,29,6,79,76362.7910837531,"female",18,"White only","4-year degree",1,2105,"san luis obispo","san luis obispo",35.2758349473988,-120.335960754992,1
"6120",1780,25,6,37,74765.2321271598,"male",16,"White only","4-year degree",1,362,"los angeles","los angeles",34.1179954561349,-118.354654738408,1
"6121",1904,26,6,37,23580.680956319,"male",12,"White only","no 4-year degree",1,722,"los angeles","los angeles",34.1299229740844,-118.177051626158,1
"6122",1980,31,6,59,0,"female",8,"White only","no 4-year degree",NA,929,"orange","orange",33.6122426978367,-117.706144237488,1
"6123",528,26,6,0,43412.3191530816,"male",12,"White only","no 4-year degree",1,1312,"unknown","los angeles",37.7639923286455,-122.396816703857,1
"6124",2054,26,6,37,0,"male",12,"White only","no 4-year degree",NA,673,"los angeles","los angeles",34.1500497403526,-118.571028578535,1
"6125",102,29,6,37,95878.7306537852,"male",16,"White only","4-year degree",1,247,"los angeles","los angeles",33.9350999845777,-118.411165147264,1
"6126",1751,25,6,0,26708.0729654431,"male",16,"White only","4-year degree",1,1815,"unknown","santa barbara",35.3617783601479,-119.831422175327,1
"6127",710,29,6,67,19921.742536705,"male",12,"Black only","no 4-year degree",1,1389,"sacramento","sacramento",38.4034602892234,-121.587764093236,1
"6128",603,32,6,0,0,"female",11,"White only","no 4-year degree",NA,1310,"unknown","sacramento",38.351122962837,-121.505134682038,1
"6129",1994,34,6,0,36191.3009354845,"female",13,"White only","no 4-year degree",1,1137,"unknown","los angeles",35.3155279473741,-119.182986430253,1
"6130",2104,31,6,59,69662.5314326374,"female",16,"Asian only","4-year degree",1,868,"orange","orange",33.6613752532128,-117.69595712552,1
"6131",1315,32,6,37,89606.383706443,"female",18,"White only","4-year degree",1,227,"los angeles","los angeles",34.1074602780855,-118.473755244825,1
"6132",240,27,6,59,34816.4115130901,"male",14,"White only","no 4-year degree",1,880,"orange","orange",33.7065568493058,-117.734732715496,1
"6133",1140,29,6,111,30617.513181176,"male",16,"Asian only","4-year degree",1,1088,"ventura","ventura",34.3653427451535,-119.078697718723,1
"6134",144,26,6,0,54000,"male",16,"White only","4-year degree",1,1154,"unknown","fresno",36.6190498400194,-119.558794879429,1
"6135",185,31,6,73,72577.194082085,"female",16,"White only","4-year degree",1,1596,"san diego","san diego",33.0447048565699,-116.92329920406,1
"6136",747,35,6,59,0,"female",18,"Asian only","4-year degree",NA,999,"orange","orange",33.7228783195781,-117.819086345394,1
"6137",2136,35,6,0,60415.8359498717,"male",12,"Black only","no 4-year degree",1,1286,"unknown","los angeles",34.0464803205623,-118.314380368226,1
"6138",1339,35,6,0,0,"male",12,"White only","no 4-year degree",0,1171,"unknown","sonoma",38.4073828315738,-122.614533054362,1
"6139",1962,34,6,1,141117.87093617,"female",16,"White only","4-year degree",1,1759,"alameda","alameda",37.6622192396526,-122.010956568305,1
"6140",1499,34,6,59,10699.8018562328,"female",10,"White only","no 4-year degree",1,997,"orange","orange",33.5609717732282,-117.687792364555,1
"6141",796,26,6,73,30375.3959581256,"female",16,"Asian only","4-year degree",1,1657,"san diego","san diego",32.9459435515476,-117.120513693357,1
"6142",1537,34,6,81,0,"female",11,"Asian only","no 4-year degree",NA,1935,"san mateo","san mateo",37.4324793344935,-122.245694054937,1
"6143",26,27,6,81,61058.0270080827,"male",18,"White only","4-year degree",1,1948,"san mateo","san mateo",37.4476995635349,-122.316971771974,1
"6144",1000,28,6,95,62957.747936016,"female",16,"Asian only","4-year degree",1,2234,"solano","solano",38.1808218646327,-121.991015897746,1
"6145",838,28,6,73,58200.449216878,"male",13,"Asian only","no 4-year degree",1,1677,"san diego","san diego",32.7768736391466,-116.56001506647,1
"6146",1160,25,6,0,0,"female",9,"White only","no 4-year degree",1,68,"unknown","orange",34.091050125861,-118.433357905185,1
"6147",894,26,6,83,28830.5495810536,"female",13,"White only","no 4-year degree",1,2136,"santa barbara","santa barbara",34.9037007799457,-120.281899729464,1
"6148",629,33,6,0,13547.5591352815,"male",16,"Asian only","4-year degree",1,2080,"unknown","alameda",34.6268240541629,-119.260657742389,1
"6149",1348,35,6,37,112466.41228334,"female",16,"White only","4-year degree",1,505,"los angeles","los angeles",34.5376737062176,-117.873946362113,1
"6150",961,27,6,0,50703.4796095393,"female",13,"White only","no 4-year degree",1,2061,"unknown","monterey",37.6820735052812,-122.122758233665,1
"6151",1178,29,6,79,78808.7115436792,"female",18,"White only","4-year degree",1,2105,"san luis obispo","san luis obispo",35.2418684286622,-120.334706337777,1
"6152",1789,26,6,37,52095.4280765727,"female",12,"White only","no 4-year degree",1,321,"los angeles","los angeles",34.1892945018561,-118.426466535402,1
"6153",1049,33,6,83,80559.7883812152,"male",12,"White only","no 4-year degree",1,2126,"santa barbara","santa barbara",34.7460471399712,-119.992269607741,1
"6154",1943,28,6,0,331627.183412248,"male",16,"Asian only","4-year degree",1,2046,"unknown","los angeles",34.0442708668285,-118.216378704211,1
"6155",50,26,6,59,62688.5009941179,"male",14,"White only","no 4-year degree",1,843,"orange","orange",33.6860360174812,-117.620513799364,1
"6156",556,30,6,37,0,"female",12,"White only","no 4-year degree",NA,601,"los angeles","los angeles",34.0443884068943,-118.412678975811,1
"6157",771,29,6,37,62818.9991810359,"female",13,"White only","no 4-year degree",NA,801,"los angeles","los angeles",34.0648069053867,-118.409212013558,1
"6158",1733,30,6,1,157905.172014143,"male",18,"Asian only","4-year degree",1,1702,"alameda","alameda",37.7296093911784,-122.15460661341,1
"6159",1987,27,6,0,31614.3525224179,"male",13,"White only","no 4-year degree",1,1196,"unknown","los angeles",34.0686535066829,-118.054931981744,1
"6160",163,29,6,59,0,"male",11,"White only","no 4-year degree",0,894,"orange","orange",33.696177147199,-117.705105511806,1
"6161",2243,33,6,37,36445.5983620137,"female",14,"Asian only","no 4-year degree",1,337,"los angeles","los angeles",34.0445772892008,-118.337410183423,1
"6162",1784,31,6,37,16981.1855644919,"male",14,"White only","no 4-year degree",1,680,"los angeles","los angeles",33.9373729772741,-118.059087370388,1
"6163",1598,28,6,0,16979.5823059976,"female",13,"White only","no 4-year degree",1,1161,"unknown","san mateo",37.4437812329157,-122.296322683825,1
"6164",342,25,6,111,50000,"male",13,"White only","no 4-year degree",1,1065,"ventura","ventura",34.4681157956255,-119.174761182143,1
"6165",172,29,6,7,0,"female",12,"White only","no 4-year degree",NA,62,"butte","butte",39.6469681515616,-121.527362272647,1
"6166",2028,34,6,1,59863.8814501464,"male",20,"Asian only","4-year degree",1,1740,"alameda","alameda",37.7077970257428,-122.024710091586,1
"6167",14,28,6,73,4603,"female",12,"White only","no 4-year degree",NA,1615,"san diego","san diego",33.0821228839361,-117.163357702698,1
"6168",1638,27,6,0,0,"male",12,"White only","no 4-year degree",NA,1194,"unknown","los angeles",33.8528366153368,-117.666577328811,1
"6169",479,35,6,37,27448.2542420737,"male",11,"White only","no 4-year degree",1,515,"los angeles","los angeles",34.1639626087215,-118.401337218419,1
"6170",1471,30,6,37,0,"female",12,"White only","no 4-year degree",1,569,"los angeles","los angeles",33.9744343349341,-118.492001274375,1
"6171",2228,31,6,89,10799.4584651444,"male",16,"White only","4-year degree",1,1118,"shasta","shasta",40.8722916982732,-122.486407584002,1
"6172",1076,30,6,59,0,"male",9,"White only","no 4-year degree",NA,951,"orange","orange",33.6577834441957,-117.636503772128,1
"6173",785,34,6,83,89832.0468261372,"male",13,"White only","no 4-year degree",1,2147,"santa barbara","santa barbara",34.616855802129,-120.151821022302,1
"6174",477,27,6,87,0,"male",13,"White only","no 4-year degree",NA,2121,"santa cruz","santa cruz",37.0114734313634,-121.803396534127,1
"6175",677,28,6,97,3249.9334269762,"female",16,"American Indian, Alaskan Native only (AI)","4-year degree",NA,2158,"sonoma","sonoma",38.3861962006775,-122.657504474913,1
"6176",1592,28,6,59,24672.3140072543,"male",13,"White only","no 4-year degree",1,844,"orange","orange",33.6596524693302,-117.784905354129,1
"6177",571,29,6,73,0,"female",13,"White only","no 4-year degree",NA,1525,"san diego","san diego",33.058949414558,-116.971235911916,1
"6178",2176,30,6,59,0,"female",16,"Asian only","4-year degree",NA,993,"orange","orange",33.7172338165439,-117.820494702408,1
"6179",1540,29,6,67,28140.9276212566,"female",14,"White only","no 4-year degree",1,1388,"sacramento","sacramento",38.3361023753836,-121.472295792501,1
"6180",741,29,6,99,169669.656284153,"female",18,"Hawaiian/Pacific Islander only (HP)","4-year degree",1,1048,"stanislaus","stanislaus",37.4597449841157,-121.221956526789,1
"6181",890,27,6,37,59419.6980423294,"male",16,"White only","4-year degree",1,311,"los angeles","los angeles",34.0268118605069,-118.204283272086,1
"6182",651,31,6,73,43338.0789250787,"male",16,"White only","4-year degree",1,1524,"san diego","san diego",33.0457665229943,-117.064945590148,1
"6183",2027,34,6,59,164139.673925936,"male",12,"White only","no 4-year degree",1,914,"orange","orange",33.6633485828469,-117.697503737002,1
"6184",1449,28,6,0,0,"male",16,"White only","4-year degree",NA,1371,"unknown","kern",34.0099764124967,-118.315437907606,1
"6185",1976,33,6,29,0,"female",12,"Asian only","no 4-year degree",NA,30,"kern","kern",35.1735132208404,-119.535453830629,1
"6186",481,33,6,0,73000,"male",20,"Asian only","4-year degree",1,1848,"unknown","sacramento",38.2850952687195,-121.497814686739,1
"6187",2104,31,6,59,68028.2282303833,"female",16,"Asian only","4-year degree",1,868,"orange","orange",33.5862668815185,-117.611967824731,1
"6188",892,30,6,37,43955.035906285,"male",12,"Black only","no 4-year degree",1,389,"los angeles","los angeles",33.9829972626772,-118.165002114027,1
"6189",1892,30,6,37,53892.138346564,"male",12,"White-Asian","no 4-year degree",1,603,"los angeles","los angeles",33.9893719879009,-118.305557261015,1
"6190",1945,33,6,73,0,"female",16,"Asian only","4-year degree",NA,1511,"san diego","san diego",33.0542670764691,-117.211863227685,1
"6191",937,34,6,0,0,"female",12,"White only","no 4-year degree",NA,1359,"unknown","orange",37.0998693679083,-122.033234788165,1
"6192",1704,25,6,73,150397.223562002,"female",18,"White only","4-year degree",1,1519,"san diego","san diego",32.8907350345995,-117.216506273709,1
"6193",754,25,6,59,1e+05,"female",12,"White only","no 4-year degree",1,919,"orange","orange",33.8222335353046,-118.045699180446,1
"6194",777,31,6,75,53001.3930811547,"female",18,"White only","4-year degree",1,1874,"san francisco","san francisco",37.7336046928086,-122.390500744198,1
"6195",1197,35,6,59,80039.3009328283,"male",12,"White only","no 4-year degree",1,1012,"orange","orange",33.8275641895267,-117.813868283042,1
"6196",152,28,6,0,55000,"female",14,"White only","no 4-year degree",1,1833,"unknown","orange",33.8336445704772,-117.675788862127,1
"6197",1872,28,6,67,53954.5538527891,"male",12,"White only","no 4-year degree",1,1396,"sacramento","sacramento",38.2073087068001,-121.589268162592,1
"6198",2247,34,6,37,41513.8458567206,"female",11,"White only","no 4-year degree",1,641,"los angeles","los angeles",34.1994707053528,-118.425864607965,1
"6199",664,25,6,37,95828.2790053636,"male",13,"Black only","no 4-year degree",1,524,"los angeles","los angeles",33.9552541745509,-118.441423386425,1
"6200",63,27,6,37,25349.9454259872,"female",13,"White only","no 4-year degree",1,287,"los angeles","los angeles",34.0749501038649,-118.304686348652,1
"6201",2042,30,6,37,0,"male",14,"White-AI","no 4-year degree",0,214,"los angeles","los angeles",34.169786527354,-118.57570887471,1
"6202",1779,26,6,0,2490.98684314638,"female",13,"White-Black","no 4-year degree",0,1261,"unknown","ventura",33.9124926996108,-118.32877254549,1
"6203",942,32,6,37,75874.1652668454,"female",18,"White only","4-year degree",1,272,"los angeles","los angeles",34.0086607172214,-118.38805605043,1
"6204",347,26,6,59,32486.7639780045,"male",12,"Asian only","no 4-year degree",1,916,"orange","orange",33.7070037752623,-117.602891040357,1
"6205",849,26,6,37,0,"male",13,"White only","no 4-year degree",NA,278,"los angeles","los angeles",33.999396894268,-118.356839421945,1
"6206",409,32,6,0,74734.2003509402,"female",16,"White only","4-year degree",1,1818,"unknown","los angeles",37.9234245178588,-121.425805773398,1
"6207",2044,35,6,73,15000,"female",13,"Asian only","no 4-year degree",1,1663,"san diego","san diego",33.1744826293378,-117.216063971529,1
"6208",1611,27,6,0,0,"male",12,"White only","no 4-year degree",NA,1179,"unknown","sacramento",34.0153619741414,-118.349663091139,1
"6209",1107,32,6,67,61312.4925889727,"male",16,"White only","4-year degree",1,1428,"sacramento","sacramento",38.3126502005083,-121.339013190061,1
"6210",607,31,6,0,29146.2917388417,"female",13,"White only","no 4-year degree",1,1267,"unknown","sacramento",38.327061144333,-121.191788911211,1
"6211",1176,27,6,37,72000,"female",16,"White only","4-year degree",1,516,"los angeles","los angeles",34.0300555208417,-118.31356455407,1
"6212",985,30,6,7,0,"female",12,"White only","no 4-year degree",NA,63,"butte","butte",39.7162399135167,-121.633760375534,1
"6213",2177,33,6,59,0,"female",16,"White only","4-year degree",NA,962,"orange","orange",33.7131036557765,-117.883279257852,1
"6214",2049,25,6,37,0,"male",12,"White only","no 4-year degree",1,831,"los angeles","los angeles",34.7587116919832,-118.839331035916,1
"6215",1422,31,6,0,0,"female",14,"White only","no 4-year degree",1,1096,"unknown","san francisco",34.0237701453673,-118.195105781271,1
"6216",972,27,6,37,49312.7701076046,"female",16,"White only","4-year degree",1,416,"los angeles","los angeles",34.0220821582356,-118.310846729932,1
"6217",448,31,6,0,35000,"male",9,"White only","no 4-year degree",1,1152,"unknown","san diego",32.940218157664,-117.103202606151,1
"6218",1898,34,6,0,89234.6943207085,"male",12,"White only","no 4-year degree",1,1245,"unknown","los angeles",36.897262123011,-119.678461801062,1
"6219",656,27,6,0,42907.4288215488,"female",16,"White only","4-year degree",1,1104,"unknown","los angeles",37.0029291156908,-121.909589724094,1
"6220",1586,30,6,77,56398.63456483,"male",12,"Asian only","no 4-year degree",1,2196,"san joaquin","san joaquin",38.0495178952465,-121.425187563311,1
"6221",901,28,6,0,0,"male",11,"White only","no 4-year degree",0,1209,"unknown","santa cruz",33.701823789929,-117.514683988988,1
"6222",1664,27,6,59,85759.3190018088,"male",16,"Asian only","4-year degree",1,913,"orange","orange",33.8025601678666,-117.78025825498,1
"6223",2147,33,6,37,0,"female",10,"White only","no 4-year degree",NA,670,"los angeles","los angeles",34.1680489463174,-118.560259840256,1
